Day Ahead Market LMPs
07/16/2011

,,,All Hours-Ending are Eastern Standard Time (EST)
Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
DECO.HNKP111,Gennode,MCC,2.92,5.28,6.07,6.27,6.37,5.82,2.31,1.03,2.07,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.HNKP112,Gennode,MCC,2.92,5.28,6.07,6.27,6.37,5.82,2.31,1.03,2.07,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.HNKP113,Gennode,MCC,2.92,5.28,6.07,6.27,6.37,5.82,2.31,1.03,2.07,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.HNKP114,Gennode,MCC,2.92,5.28,6.07,6.27,6.37,5.82,2.31,1.03,2.07,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.HNKP121,Gennode,MCC,2.92,5.29,6.07,6.27,6.37,5.82,2.31,1.03,2.07,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.HNKP122,Gennode,MCC,2.92,5.29,6.07,6.27,6.37,5.82,2.31,1.03,2.07,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.HVSTW,Gennode,MCC,3.24,5.97,6.81,6.99,7.09,6.63,2.44,1.04,2.09,.74,1.18,2.51,1.04,2.64,2.31,2.81,2.93,1.91,1.54,1.83,3.1,1.5,.62,3.8
DECO.JUDD11,Gennode,MCC,2.83,5.1,5.87,6.07,6.17,5.59,2.28,1.03,2.07,.74,1.18,.39,1.05,2.65,2.31,2.81,2.93,1.92,1.54,1.83,3.1,1.5,.62,3.77
DECO.JUDD12,Gennode,MCC,2.83,5.1,5.87,6.07,6.17,5.59,2.28,1.03,2.07,.74,1.18,.39,1.05,2.65,2.31,2.81,2.93,1.92,1.54,1.83,3.1,1.5,.62,3.77
DECO.JUDD13,Gennode,MCC,2.83,5.1,5.87,6.07,6.17,5.59,2.28,1.03,2.07,.74,1.18,.39,1.05,2.65,2.31,2.81,2.93,1.92,1.54,1.83,3.1,1.5,.62,3.77
DECO.JUDD14,Gennode,MCC,2.83,5.1,5.87,6.07,6.17,5.59,2.28,1.03,2.07,.74,1.18,.39,1.05,2.65,2.31,2.81,2.93,1.92,1.54,1.83,3.1,1.5,.62,3.77
DECO.LUD1,Gennode,MCC,4.73,9.06,10.19,10.47,10.42,10.29,3.1,1.13,2.24,.79,1.26,.42,1.1,2.76,2.42,2.94,3.07,2.01,1.62,1.92,3.23,1.57,.64,4.04
DECO.LUD2,Gennode,MCC,4.73,9.06,10.19,10.47,10.42,10.29,3.1,1.13,2.24,.79,1.26,.42,1.1,2.76,2.42,2.94,3.07,2.01,1.62,1.92,3.23,1.57,.64,4.04
DECO.LUD3,Gennode,MCC,4.73,9.06,10.19,10.47,10.42,10.29,3.1,1.13,2.24,.79,1.26,.42,1.1,2.76,2.42,2.94,3.07,2.01,1.62,1.92,3.23,1.57,.64,4.04
DECO.LUD4,Gennode,MCC,4.73,9.06,10.19,10.47,10.42,10.29,3.1,1.13,2.24,.79,1.26,.42,1.1,2.76,2.42,2.94,3.07,2.01,1.62,1.92,3.23,1.57,.64,4.04
DECO.LUD5,Gennode,MCC,4.73,9.06,10.19,10.47,10.42,10.29,3.1,1.13,2.24,.79,1.26,.42,1.1,2.76,2.42,2.94,3.07,2.01,1.62,1.92,3.23,1.57,.64,4.04
DECO.LUD6,Gennode,MCC,4.73,9.06,10.19,10.47,10.42,10.29,3.1,1.13,2.24,.79,1.26,.42,1.1,2.76,2.42,2.94,3.07,2.01,1.62,1.92,3.23,1.57,.64,4.04
DECO.MECR,Loadzone,MCC,2.92,5.29,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.MONROE1,Gennode,MCC,2.6,4.63,5.35,5.57,5.66,5.03,2.18,1.02,2.05,.74,1.17,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.74
DECO.MONROE2,Gennode,MCC,2.6,4.63,5.35,5.57,5.66,5.03,2.18,1.02,2.05,.74,1.17,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.74
DECO.MONROE3,Gennode,MCC,2.76,4.96,5.72,5.92,6.02,5.43,2.25,1.03,2.06,.74,1.18,.39,1.05,2.65,2.31,2.82,2.94,1.92,1.54,1.84,3.1,1.5,.62,3.77
DECO.MONROE4,Gennode,MCC,2.76,4.96,5.72,5.92,6.02,5.43,2.25,1.03,2.06,.74,1.18,.39,1.05,2.65,2.31,2.82,2.94,1.92,1.54,1.84,3.1,1.5,.62,3.77
DECO.MONRP11,Gennode,MCC,2.6,4.63,5.35,5.57,5.66,5.03,2.18,1.02,2.05,.74,1.17,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.74
DECO.MSCPA,Loadzone,MCC,2.94,5.33,6.12,6.31,6.41,5.87,2.31,1.03,2.06,.74,1.18,1.21,1.04,2.63,2.3,2.8,2.92,1.91,1.53,1.82,3.08,1.49,.62,3.76
DECO.NEC,Loadzone,MCC,2.92,5.28,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.NEP111,Gennode,MCC,2.97,5.39,6.18,6.38,6.48,5.94,2.32,1.03,2.06,.74,1.17,1.6,1.04,2.63,2.3,2.8,2.92,1.9,1.53,1.82,3.08,1.49,.61,3.76
DECO.NEP112,Gennode,MCC,2.97,5.39,6.18,6.38,6.48,5.94,2.32,1.03,2.06,.74,1.17,1.6,1.04,2.63,2.3,2.8,2.92,1.9,1.53,1.82,3.08,1.49,.61,3.76
DECO.NEP113,Gennode,MCC,2.97,5.39,6.18,6.38,6.48,5.94,2.32,1.03,2.06,.74,1.17,1.6,1.04,2.63,2.3,2.8,2.92,1.9,1.53,1.82,3.08,1.49,.61,3.76
DECO.NEP114,Gennode,MCC,2.97,5.39,6.18,6.38,6.48,5.94,2.32,1.03,2.06,.74,1.17,1.6,1.04,2.63,2.3,2.8,2.92,1.9,1.53,1.82,3.08,1.49,.61,3.76
DECO.NEP12,Gennode,MCC,2.97,5.39,6.18,6.38,6.48,5.94,2.32,1.03,2.06,.74,1.17,1.6,1.04,2.63,2.3,2.8,2.92,1.9,1.53,1.82,3.08,1.49,.61,3.76
DECO.NEP131,Gennode,MCC,2.97,5.39,6.18,6.38,6.48,5.94,2.32,1.03,2.06,.74,1.17,1.6,1.04,2.63,2.3,2.8,2.92,1.9,1.53,1.82,3.08,1.49,.61,3.76
DECO.NEP132,Gennode,MCC,2.97,5.39,6.18,6.38,6.48,5.94,2.32,1.03,2.06,.74,1.17,1.6,1.04,2.63,2.3,2.8,2.92,1.9,1.53,1.82,3.08,1.49,.61,3.76
DECO.NOBEL,Gennode,MCC,3.19,5.86,6.7,6.88,6.98,6.51,2.42,1.04,2.08,.74,1.18,2.37,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.79
DECO.OLIVRP11,Gennode,MCC,3.25,5.99,6.83,7.01,7.12,6.65,2.45,1.04,2.09,.74,1.19,2.53,1.05,2.65,2.31,2.81,2.93,1.92,1.54,1.83,3.1,1.5,.62,3.8
DECO.PLACDP12,Gennode,MCC,2.95,5.35,6.14,6.34,6.44,5.9,2.32,1.03,2.07,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.PREM,Loadzone,MCC,2.92,5.28,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.PUTNMP11,Gennode,MCC,3.24,5.96,6.8,6.98,7.08,6.61,2.44,1.04,2.09,.74,1.19,2.45,1.05,2.65,2.31,2.81,2.93,1.92,1.54,1.83,3.1,1.5,.62,3.8
DECO.RES.CNE,Loadzone,MCC,2.92,5.28,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.RRP11,Gennode,MCC,2.81,5.06,5.82,6.03,6.13,5.55,2.26,1.03,2.06,.74,1.18,.39,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.76
DECO.RVRRGE2,Gennode,MCC,2.84,5.13,5.91,6.11,6.21,5.64,2.28,1.03,2.06,.74,1.17,.39,1.04,2.63,2.3,2.8,2.92,1.91,1.53,1.82,3.08,1.49,.62,3.76
DECO.RVRRGE3,Gennode,MCC,2.87,5.19,5.97,6.17,6.27,5.71,2.29,1.02,2.06,.74,1.17,.39,1.04,2.63,2.3,2.8,2.92,1.9,1.53,1.82,3.08,1.49,.61,3.75
DECO.SEBE,Loadzone,MCC,2.92,5.28,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.SELC,Loadzone,MCC,2.92,5.29,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.SESA,Loadzone,MCC,2.92,5.29,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.SLOCMP11,Gennode,MCC,2.8,5.03,5.8,6,6.1,5.52,2.26,1.03,2.06,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.54,1.83,3.09,1.5,.62,3.76
DECO.STCLAIR1,Gennode,MCC,2.97,5.41,6.2,6.39,6.49,5.97,2.32,1.02,2.05,.73,1.17,1.7,1.03,2.62,2.29,2.78,2.9,1.89,1.52,1.81,3.07,1.49,.61,3.75
DECO.STCLAIR2,Gennode,MCC,2.97,5.41,6.2,6.39,6.49,5.97,2.32,1.02,2.05,.73,1.17,1.7,1.03,2.62,2.29,2.78,2.9,1.89,1.52,1.81,3.07,1.49,.61,3.75
DECO.STCLAIR3,Gennode,MCC,2.97,5.41,6.2,6.39,6.49,5.97,2.32,1.02,2.05,.73,1.17,1.7,1.03,2.62,2.29,2.78,2.9,1.89,1.52,1.81,3.07,1.49,.61,3.75
DECO.STCLAIR4,Gennode,MCC,2.94,5.34,6.13,6.32,6.42,5.88,2.3,1.02,2.05,.73,1.17,1.66,1.03,2.61,2.28,2.78,2.9,1.89,1.52,1.81,3.06,1.48,.61,3.74
DECO.STCLAIR6,Gennode,MCC,2.94,5.35,6.14,6.33,6.43,5.9,2.31,1.02,2.05,.73,1.17,1.63,1.03,2.62,2.28,2.78,2.9,1.89,1.52,1.81,3.06,1.48,.61,3.74
DECO.STCLAIR7,Gennode,MCC,2.94,5.35,6.14,6.33,6.43,5.9,2.31,1.02,2.05,.73,1.17,1.63,1.03,2.62,2.28,2.78,2.9,1.89,1.52,1.81,3.06,1.48,.61,3.74
DECO.STCLP11,Gennode,MCC,2.97,5.41,6.2,6.39,6.49,5.97,2.32,1.02,2.05,.73,1.17,1.7,1.03,2.62,2.29,2.78,2.9,1.89,1.52,1.81,3.07,1.49,.61,3.75
DECO.STCLP12,Gennode,MCC,2.97,5.41,6.2,6.39,6.49,5.97,2.32,1.02,2.05,.73,1.17,1.7,1.03,2.62,2.29,2.78,2.9,1.89,1.52,1.81,3.07,1.49,.61,3.75
DECO.SUPP111,Gennode,MCC,2.86,5.17,5.95,6.15,6.25,5.68,2.29,1.03,2.07,.74,1.18,.39,1.05,2.65,2.32,2.82,2.94,1.92,1.54,1.84,3.1,1.5,.62,3.78
DECO.SUPP112,Gennode,MCC,2.86,5.17,5.95,6.15,6.25,5.68,2.29,1.03,2.07,.74,1.18,.39,1.05,2.65,2.32,2.82,2.94,1.92,1.54,1.84,3.1,1.5,.62,3.78
DECO.SUPP113,Gennode,MCC,2.86,5.17,5.95,6.15,6.25,5.68,2.29,1.03,2.07,.74,1.18,.39,1.05,2.65,2.32,2.82,2.94,1.92,1.54,1.84,3.1,1.5,.62,3.78
DECO.SUPP114,Gennode,MCC,2.86,5.17,5.95,6.15,6.25,5.68,2.29,1.03,2.07,.74,1.18,.39,1.05,2.65,2.32,2.82,2.94,1.92,1.54,1.84,3.1,1.5,.62,3.78
DECO.TRNCNL7,Gennode,MCC,2.8,5.04,5.81,6.01,6.11,5.53,2.26,1.03,2.06,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.76
DECO.TRNCNL8,Gennode,MCC,2.8,5.03,5.79,6,6.1,5.51,2.26,1.03,2.06,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.54,1.83,3.09,1.5,.62,3.76
DECO.TRNCNL9,Gennode,MCC,2.8,5.04,5.81,6.01,6.11,5.53,2.26,1.03,2.06,.74,1.18,.39,1.04,2.64,2.31,2.81,2.93,1.91,1.53,1.83,3.09,1.5,.62,3.76
DECO.WATR,Loadzone,MCC,2.92,5.28,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.WILMTP11,Gennode,MCC,3.22,5.93,6.77,6.95,7.05,6.58,2.43,1.04,2.08,.74,1.18,2.44,1.04,2.64,2.31,2.81,2.93,1.91,1.54,1.83,3.1,1.5,.62,3.8
DECO.WPSA,Loadzone,MCC,2.92,5.29,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DECO.WPSZ,Loadzone,MCC,2.92,5.29,6.07,6.27,6.37,5.82,2.31,1.03,2.06,.74,1.18,.93,1.04,2.64,2.3,2.8,2.92,1.91,1.53,1.83,3.09,1.5,.62,3.77
DEWO,Interface,MCC,1.22,1.68,2.11,2.38,2.45,1.46,1.55,.93,1.91,.71,1.13,.38,1.02,2.59,2.26,2.75,2.87,1.87,1.5,1.79,3.04,1.47,.61,3.55
DLCO,Interface,MCC,1.14,1.64,1.92,2.1,2.1,1.34,1.45,.86,1.44,.57,.94,.37,1,2.54,2.21,2.7,2.82,1.83,1.47,1.76,2.98,1.44,.6,2.5
DPC.ALMA123,Gennode,MCC,-2.41,-3.82,-3.96,-4.03,-3.94,-3.09,-2.26,-1.39,-1.99,-1.24,-2.74,-2.66,-3.58,-5.74,-5.95,-6.76,-6.88,-5.27,-4.38,-4.32,-5.43,-3.41,-.71,-2.6
DPC.ALMA4,Gennode,MCC,-2.4,-3.8,-3.96,-4.03,-3.94,-3.09,-2.24,-1.39,-1.99,-1.25,-2.75,-2.66,-3.59,-5.77,-5.98,-6.8,-6.91,-5.29,-4.41,-4.34,-5.47,-3.43,-.72,-2.61
DPC.ALMA5,Gennode,MCC,-2.4,-3.8,-3.96,-4.03,-3.94,-3.09,-2.24,-1.39,-1.99,-1.25,-2.75,-2.66,-3.59,-5.77,-5.98,-6.8,-6.91,-5.29,-4.41,-4.34,-5.47,-3.43,-.72,-2.61
DPC.AZ,Hub,MCC,-2.35,-3.78,-4.01,-4.14,-4.07,-3.2,-2.31,-1.43,-1.91,-.94,-2.02,-1.99,-2.75,-4.84,-4.82,-5.59,-5.74,-4.28,-3.57,-3.51,-4.78,-2.84,-.63,-2.69
DPC.DPC,Loadzone,MCC,-2.34,-3.75,-3.99,-4.12,-4.06,-3.19,-2.26,-1.4,-1.93,-.98,-2.11,-2.02,-2.79,-4.94,-4.94,-5.72,-5.86,-4.36,-3.66,-3.6,-4.9,-2.9,-.66,-2.71
DPC.EKM1,Gennode,MCC,-2.29,-3.59,-3.74,-3.79,-3.73,-2.93,-1.8,-1.11,-1.86,-1.41,-3.14,-3.04,-4.18,-6.87,-7.05,-8.04,-8.19,-6.22,-5.18,-5.14,-6.61,-4.08,-.9,-2.71
DPC.EKM2,Gennode,MCC,-2.29,-3.59,-3.74,-3.79,-3.73,-2.93,-1.8,-1.11,-1.86,-1.41,-3.14,-3.04,-4.18,-6.87,-7.05,-8.04,-8.19,-6.22,-5.18,-5.14,-6.61,-4.08,-.9,-2.71
DPC.FLAMBEAU,Gennode,MCC,-2.19,-3.44,-3.62,-3.67,-3.64,-2.86,-1.56,-.96,-1.8,-1.12,-2.21,-1.68,-2.52,-5.37,-5.24,-6.16,-6.24,-4.37,-3.92,-3.91,-5.81,-3.17,-1,-2.78
DPC.GENOA3,Gennode,MCC,-2.34,-3.85,-4.19,-4.4,-4.35,-3.43,-2.73,-1.69,-2.22,-.84,-1.61,-1.15,-1.61,-3.32,-3.31,-3.87,-3.9,-2.77,-2.53,-2.45,-3.54,-1.96,-.6,-2.73
DPC.GSE_1.AZ,Hub,MCC,-1.72,-3.08,-3.82,-4.27,-4.42,-3.53,-1.09,-.66,-2.02,-1.33,-2.53,-1.74,-2.61,-5.61,-5.65,-6.55,-6.52,-4.72,-4.49,-3.98,-5.83,-3.1,-1.05,-3.44
DPC.GSE_2.AZ,Hub,MCC,-2.29,-3.61,-3.79,-3.85,-3.79,-2.98,-1.87,-1.15,-1.89,-1.29,-2.78,-2.58,-3.57,-6.14,-6.25,-7.17,-7.29,-5.46,-4.62,-4.58,-6.04,-3.64,-.87,-2.71
DPC.JPM,Gennode,MCC,-2.4,-3.8,-3.96,-4.03,-3.94,-3.09,-2.24,-1.39,-1.99,-1.25,-2.75,-2.66,-3.59,-5.77,-5.98,-6.8,-6.91,-5.29,-4.41,-4.34,-5.47,-3.43,-.72,-2.61
DPC.MCGR_1.AZ,Hub,MCC,-2.41,-4.03,-4.4,-4.68,-4.6,-3.63,-3.37,-2.09,-3.42,-1.72,-3,-.91,-1.2,-2.67,-3.62,-3.71,-3.13,-2.48,-3.44,-2.21,-2.52,-1.42,-.05,-2.65
DPC.MCNEILUS2,Gennode,MCC,-2.65,-4.19,-4.26,-4.31,-4.15,-3.25,-2.91,-1.8,-1.64,-.17,-.45,-.95,-1.26,-2.4,-1.96,-2.54,-2.86,-1.93,-1.2,-1.67,-2.66,-1.5,-.05,-2.39
DPC.NSPLOAD,Loadzone,MCC,-2.29,-3.59,-3.75,-3.8,-3.74,-2.93,-1.82,-1.12,-1.87,-1.29,-2.79,-2.58,-3.59,-6.21,-6.31,-7.24,-7.37,-5.5,-4.66,-4.62,-6.13,-3.68,-.88,-2.7
DPC.NSPP_1.AZ,Hub,MCC,-2.26,-3.56,-3.74,-3.81,-3.76,-2.95,-1.8,-1.11,-1.88,-1.29,-2.77,-2.52,-3.53,-6.19,-6.27,-7.21,-7.33,-5.45,-4.63,-4.6,-6.16,-3.67,-.9,-2.74
DPC.NWEC.AZ,Hub,MCC,-2.33,-3.62,-3.73,-3.74,-3.66,-2.86,-1.78,-1.1,-1.82,-1.25,-2.69,-2.47,-3.44,-6,-6.09,-7,-7.12,-5.3,-4.51,-4.47,-5.96,-3.56,-.87,-2.63
DPC.NWELOAD,Loadzone,MCC,-2.33,-3.62,-3.72,-3.73,-3.66,-2.86,-1.78,-1.1,-1.82,-1.24,-2.66,-2.42,-3.38,-5.94,-6.02,-6.93,-7.04,-5.23,-4.46,-4.42,-5.92,-3.52,-.87,-2.63
DPC.STCS_1.AZ,Hub,MCC,-2.46,-3.92,-4.08,-4.16,-4.06,-3.18,-2.51,-1.55,-2.07,-1.14,-2.49,-2.39,-3.19,-5.08,-5.29,-6,-6.1,-4.68,-3.91,-3.83,-4.79,-3.02,-.62,-2.56
DPC.STONEMAN,Gennode,MCC,-2.18,-3.92,-4.66,-5.22,-5.23,-4.15,-3.84,-2.38,-3.39,-1.39,-2.42,-1.28,-1.72,-3.73,-4.69,-4.97,-4.33,-4.06,-5.16,-1.97,-2.39,-1.34,-.05,-3.02
DPC.WINNEBAGO,Gennode,MCC,-2.94,-4.49,-4.33,-4.21,-3.97,-3.08,-2.77,-1.71,-.47,.95,1.42,-.87,-1.14,-1.85,-.47,-1.32,-2.26,-1.26,.59,-1.03,-2.35,-1.34,-.05,-2.2
DPL,Interface,MCC,1.14,1.64,1.92,2.1,2.1,1.34,1.45,.86,1.44,.57,.94,.37,1,2.54,2.21,2.7,2.82,1.83,1.47,1.76,2.98,1.44,.6,2.5
DUK,Interface,MCC,1.37,1.78,1.9,1.95,1.92,1.06,1.11,.66,1.45,.58,.94,.31,.91,2.34,2.03,2.47,2.59,1.68,1.33,1.62,2.76,1.33,.56,2.83
EDDY,Interface,MCC,1.85,1.63,.27,-.67,-1.17,-1.52,-1.2,-.69,-.5,0,-.04,-.15,.11,.55,.34,.47,.54,.27,.11,.33,.77,.29,-.05,-.02
EDE,Interface,MCC,1.58,1.43,.32,-.41,-.85,-1.22,-.99,-.57,-.43,.06,.08,-.04,.3,.97,.73,.94,1.02,.6,.4,.63,1.24,.53,-.05,-.02
EEI,Interface,MCC,1.14,1.1,.69,.44,.23,-.39,.07,.08,.49,.34,.97,1.13,1.64,2.44,2.64,3.28,3.33,2.36,2.65,2.75,3.44,1.98,.47,1.3
EES,Interface,MCC,1.66,1.72,1.04,.58,.29,-.38,.11,.09,.53,.33,.57,.24,.72,1.8,1.56,1.93,2.03,1.31,1.08,1.33,2.22,1.07,.44,1.4
EKPC,Interface,MCC,1.08,1.32,1.56,1.74,1.75,.8,1.25,.79,1.64,.63,1.07,.47,1.09,2.55,2.28,2.79,2.9,1.91,1.63,1.89,3.06,1.52,.58,3.07
ERCO,Interface,MCC,2.27,2.28,.95,.03,-.49,-1.04,-.61,-.38,-.13,.15,.23,.02,.4,1.19,.94,1.19,1.27,.78,.55,.79,1.48,.66,.17,.49
FE,Interface,MCC,1.14,1.64,1.92,2.1,2.1,1.34,1.45,.86,1.44,.57,.94,.37,1,2.54,2.21,2.7,2.82,1.83,1.47,1.76,2.98,1.44,.6,2.5
FMPP,Interface,MCC,1.38,1.55,1.32,1.17,1.02,.23,.59,.37,1,.47,.77,.27,.82,2.1,1.82,2.23,2.33,1.51,1.2,1.47,2.51,1.21,.5,2.14
FPC,Interface,MCC,1.38,1.55,1.32,1.17,1.02,.23,.59,.37,1,.47,.77,.27,.82,2.1,1.82,2.23,2.33,1.51,1.2,1.47,2.51,1.21,.5,2.14
FPL,Interface,MCC,1.38,1.55,1.32,1.17,1.02,.23,.59,.37,1,.47,.77,.27,.82,2.1,1.82,2.23,2.33,1.51,1.2,1.47,2.51,1.21,.5,2.14
GIBSON1234.AGG,Hub,MCC,.79,.8,.98,1.16,1.15,.22,1.12,.78,1.46,.58,.28,-1.22,-.57,1.64,.48,.51,.73,.1,-1.27,-.69,1.01,-.09,.59,2.64
GRDA,Interface,MCC,2.76,2.92,1.3,.2,-.47,-1.04,-.84,-.47,-.37,.08,.12,0,.36,1.11,.87,1.1,1.18,.71,.49,.74,1.4,.62,-.05,-.02
GRE.ALTW,Loadzone,MCC,-3.15,-4.68,-4.32,-4.06,-3.75,-2.88,-2.5,-1.54,-1.2,.03,-.14,-.95,-1.23,-2.18,-1.65,-2.23,-2.63,-1.76,-.87,-1.49,-2.42,-1.4,-.08,-2.04
GRE.ALTW.ENDVI,Gennode,MCC,-3.39,-4.96,-4.47,-4.1,-3.74,-2.85,-2.56,-1.58,-.89,.41,.54,-.76,-.94,-1.58,-.79,-1.37,-1.93,-1.18,-.06,-.98,-1.87,-1.09,-.05,-1.91
GRE.AZ,Hub,MCC,-2.7,-4.1,-3.97,-3.85,-3.66,-2.84,-2.18,-1.35,-1.75,-.18,.14,.97,1.07,-.39,.08,-.27,-.23,.48,-.14,-.11,-1.51,-.21,-.54,-2.27
GRE.CAMBRCAMB,Gennode,MCC,-2.6,-3.97,-3.9,-3.81,-3.65,-2.83,-2.1,-1.3,-1.82,.64,2.66,4.65,5.69,4.41,5.53,5.6,5.86,5.91,3.66,3.71,1.69,2.72,-.64,-2.33
GRE.CAMBRCAMB2,Gennode,MCC,-2.6,-3.97,-3.9,-3.81,-3.65,-2.83,-2.1,-1.3,-1.82,.64,2.66,4.65,5.69,4.41,5.53,5.6,5.86,5.91,3.66,3.71,1.69,2.72,-.64,-2.33
GRE.CHANDLERWD,Gennode,MCC,-3.21,-4.71,-4.27,-3.94,-3.62,-2.77,-2.35,-1.45,-1.28,.31,.87,.81,.99,.17,.87,.55,.34,.83,.77,.34,-.76,.04,-.05,-1.96
GRE.CHRISFRWD,Gennode,MCC,-3.27,-4.8,-4.37,-4.04,-3.71,-2.83,-2.47,-1.52,-1.17,.07,-.04,-.83,-1.07,-1.93,-1.4,-1.94,-2.33,-1.53,-.7,-1.3,-2.18,-1.26,-.05,-1.97
GRE.COALC1,Gennode,MCC,-2.97,-4.38,-4.01,-3.72,-3.43,-2.63,-2.15,-1.33,-1.31,.53,1.68,2.2,2.73,1.89,2.77,2.29,2.44,2.64,1.45,1.7,.36,1.11,-.05,-1.91
GRE.COALC1_AC,Gennode,MCC,-2.97,-4.38,-4.01,-3.72,-3.43,-2.63,-2.15,-1.33,-1.31,.53,1.68,2.2,2.73,1.89,2.77,2.29,2.44,2.64,1.45,1.7,.36,1.11,-.05,-1.91
GRE.COALC1_DC,Gennode,MCC,-2.64,-4.03,-3.96,-3.86,-3.69,-2.87,-2.17,-1.34,-1.85,-1.48,-3.54,-3.88,-5.07,-7.1,-7.59,-8.47,-8.64,-6.93,-5.52,-5.43,-6.17,-4.25,-.61,-2.32
GRE.COALC2,Gennode,MCC,-2.97,-4.38,-4.01,-3.72,-3.43,-2.63,-2.15,-1.33,-1.31,.53,1.68,2.2,2.73,1.89,2.77,2.29,2.44,2.64,1.45,1.7,.36,1.11,-.05,-1.91
GRE.COALC2_AC,Gennode,MCC,-2.97,-4.38,-4.01,-3.72,-3.43,-2.63,-2.15,-1.33,-1.31,.53,1.68,2.2,2.73,1.89,2.77,2.29,2.44,2.64,1.45,1.7,.36,1.11,-.05,-1.91
GRE.COALC2_DC,Gennode,MCC,-2.64,-4.03,-3.96,-3.86,-3.69,-2.87,-2.17,-1.34,-1.85,-1.48,-3.54,-3.88,-5.07,-7.1,-7.59,-8.47,-8.64,-6.93,-5.52,-5.43,-6.17,-4.25,-.61,-2.32
GRE.COAL_DC,Loadzone,MCC,-2.97,-4.38,-4.01,-3.72,-3.43,-2.63,-2.15,-1.33,-1.31,.53,1.68,2.2,2.73,1.89,2.77,2.29,2.44,2.64,1.45,1.7,.36,1.11,-.05,-1.91
GRE.DCLINELOSS,Loadzone,MCC,-2.97,-4.38,-4.01,-3.72,-3.43,-2.63,-2.15,-1.33,-1.31,.53,1.68,2.2,2.73,1.89,2.77,2.29,2.44,2.64,1.45,1.7,.36,1.11,-.05,-1.91
GRE.DICDCPSE2,Gennode,MCC,-2.64,-4.03,-3.96,-3.86,-3.69,-2.87,-2.17,-1.34,-1.85,-1.48,-3.54,-3.88,-5.07,-7.1,-7.59,-8.47,-8.64,-6.93,-5.52,-5.43,-6.17,-4.25,-.61,-2.32
